@RELATION GermanCredit

@ATTRIBUTE CheckingAccount {<0,<200,>=200,none}
@ATTRIBUTE Duration NUMERIC
@ATTRIBUTE CreditHistory {ok,ok_at_this_bank,ok_til_now,past_delays,critical}
@ATTRIBUTE Purpose {car_new,car_used,furniture,television,appliances,repairs,education,vacation,retraining,business,others}
@ATTRIBUTE CreditAmount NUMERIC
@ATTRIBUTE SavingsAccount {<100,<500,<1000,>=1000,unknown}
@ATTRIBUTE YearsEmployed {unemployed,<1,<4,<7,>=7}
@ATTRIBUTE InstallmentRate NUMERIC
@ATTRIBUTE PersonalStatus {male_divorced,female,male_single,male_married,female_single}
@ATTRIBUTE OtherDebtors {none,co,guarantor}
@ATTRIBUTE ResidentSince NUMERIC
@ATTRIBUTE Property {real_estate,savings,car,unknown}
@ATTRIBUTE Age NUMERIC
@ATTRIBUTE OtherPlans {bank,stores,none}
@ATTRIBUTE Housing {rent,own,free}
@ATTRIBUTE NumCreditsAtBank NUMERIC
@ATTRIBUTE Job {unemployed,unskilled,skilled,management}
@ATTRIBUTE Dependents NUMERIC
@ATTRIBUTE Telephone {no,yes}
@ATTRIBUTE Foreign {yes,no}
@ATTRIBUTE Approve {good,bad}

@DATA
none,36,past_delays,television,4454,<100,<4,4,female,none,4,real_estate,34,none,own,2,skilled,1,no,yes,good
<200,24,critical,furniture,4736,<100,<1,2,female,none,4,car,25,bank,own,1,unskilled,1,no,yes,bad
<200,30,ok_til_now,television,2991,unknown,>=7,2,female,none,4,car,25,none,own,1,skilled,1,no,yes,good
none,11,ok_til_now,business,2142,>=1000,>=7,1,male_divorced,none,2,real_estate,28,none,own,1,skilled,1,yes,yes,good
<0,24,ok_at_this_bank,business,3161,<100,<4,4,male_single,none,2,savings,31,none,rent,1,skilled,1,yes,yes,bad
<200,48,ok,others,18424,<100,<4,1,female,none,2,savings,32,bank,own,1,management,1,yes,no,bad
none,10,ok_til_now,car_used,2848,<500,<4,1,male_single,co,2,real_estate,32,none,own,1,skilled,2,no,yes,good
<0,6,ok_til_now,car_new,14896,<100,>=7,1,male_single,none,4,unknown,68,bank,own,1,management,1,yes,yes,bad
<0,24,ok_til_now,furniture,2359,<500,unemployed,1,male_divorced,none,1,savings,33,none,own,1,skilled,1,no,yes,bad
<0,24,ok_til_now,furniture,3345,<100,>=7,4,male_single,none,2,savings,39,none,rent,1,management,1,yes,yes,bad
none,18,critical,furniture,1817,<100,<4,4,female,none,2,unknown,28,none,own,2,skilled,1,no,yes,good
none,48,past_delays,television,12749,<1000,<7,4,male_single,none,1,car,37,none,own,1,management,1,yes,yes,good
<0,9,ok_til_now,television,1366,<100,<1,3,female,none,4,savings,22,none,rent,1,skilled,1,no,yes,bad
<200,12,ok_til_now,car_new,2002,<100,<7,3,male_single,none,4,savings,30,none,rent,1,skilled,2,yes,yes,good
<0,24,ok_at_this_bank,furniture,6872,<100,<1,2,male_divorced,none,1,savings,55,bank,own,1,skilled,1,yes,yes,bad
<0,12,ok_at_this_bank,car_new,697,<100,<1,4,male_single,none,2,car,46,bank,own,2,skilled,1,yes,yes,bad
<0,18,critical,furniture,1049,<100,<1,4,female,none,4,savings,21,none,rent,1,skilled,1,no,yes,good
<0,48,ok_til_now,car_used,10297,<100,<7,4,male_single,none,4,unknown,39,stores,free,3,skilled,2,yes,yes,bad
none,30,ok_til_now,television,1867,unknown,>=7,4,male_single,none,4,car,58,none,own,1,skilled,1,yes,yes,good
<0,12,past_delays,car_new,1344,<100,<4,4,male_single,none,2,real_estate,43,none,own,2,unskilled,2,no,yes,good
<0,24,ok_til_now,furniture,1747,<100,<1,4,male_single,co,1,savings,24,none,own,1,unskilled,1,no,no,good
<200,9,ok_til_now,television,1670,<100,<1,4,female,none,2,car,22,none,own,1,skilled,1,yes,yes,bad
none,9,critical,car_new,1224,<100,<4,3,male_single,none,1,real_estate,30,none,own,2,skilled,1,no,yes,good
none,12,critical,television,522,<1000,>=7,4,male_single,none,4,savings,42,none,own,2,skilled,2,yes,yes,good
<0,12,ok_til_now,television,1498,<100,<4,4,female,none,1,car,23,bank,own,1,skilled,1,no,yes,good
<200,30,past_delays,television,1919,<500,<1,4,male_single,none,3,unknown,30,stores,own,2,management,1,no,yes,bad
>=200,9,ok_til_now,television,745,<100,<4,3,female,none,2,real_estate,28,none,own,1,unskilled,1,no,yes,bad
<200,6,ok_til_now,television,2063,<100,<1,4,male_married,none,3,car,30,none,rent,1,management,1,yes,yes,good
<200,60,ok_til_now,education,6288,<100,<4,4,male_single,none,4,unknown,42,none,free,1,skilled,1,no,yes,bad
none,24,critical,car_used,6842,unknown,<4,2,male_single,none,4,savings,46,none,own,2,management,2,yes,yes,good
none,12,ok_til_now,car_new,3527,unknown,<1,2,male_single,none,3,savings,45,none,own,1,management,2,yes,yes,good
none,10,ok_til_now,car_new,1546,<100,<4,3,male_single,none,2,real_estate,31,none,own,1,unskilled,2,no,no,good
none,24,ok_til_now,furniture,929,unknown,<7,4,male_single,none,2,car,31,stores,own,1,skilled,1,yes,yes,good
none,4,critical,car_new,1455,<100,<7,2,male_single,none,1,real_estate,42,none,own,3,unskilled,2,no,yes,good
<0,15,ok_til_now,furniture,1845,<100,<1,4,female,guarantor,1,savings,46,none,rent,1,skilled,1,no,yes,good
<200,48,ok,car_new,8358,<1000,<1,1,female,none,1,car,30,none,own,2,skilled,1,no,yes,good
<0,24,ok_at_this_bank,furniture,3349,<1000,<1,4,male_single,none,4,unknown,30,none,free,1,skilled,2,yes,yes,bad
none,12,ok_til_now,car_new,2859,unknown,unemployed,4,male_single,none,4,unknown,38,none,own,1,management,1,yes,yes,good
none,18,ok_til_now,furniture,1533,<100,<1,4,male_married,co,1,savings,43,none,own,1,unskilled,2,no,yes,bad
none,24,ok_til_now,television,3621,<500,>=7,2,male_single,none,4,car,31,none,own,2,skilled,1,no,yes,bad
<200,18,critical,business,3590,<100,unemployed,3,male_married,none,3,car,40,none,own,3,unemployed,2,yes,yes,good
<0,36,past_delays,business,2145,<100,<7,2,male_single,none,1,car,24,none,own,2,skilled,1,yes,yes,bad
<200,24,ok_til_now,car_used,4113,<1000,<1,3,female,none,4,car,28,none,rent,1,skilled,1,no,yes,bad
none,36,ok_til_now,furniture,10974,<100,unemployed,4,female,none,2,car,26,none,own,2,management,1,yes,yes,bad
<0,12,ok_til_now,car_new,1893,<100,<4,4,female,guarantor,4,savings,29,none,own,1,skilled,1,yes,yes,good
<0,24,critical,television,1231,>=1000,>=7,4,female,none,4,savings,57,none,rent,2,management,1,yes,yes,good
>=200,30,critical,television,3656,unknown,>=7,4,male_single,none,4,savings,49,stores,own,2,unskilled,1,no,yes,good
<200,9,critical,television,1154,<100,>=7,2,male_single,none,4,real_estate,37,none,own,3,unskilled,1,no,yes,good
<0,28,ok_til_now,car_new,4006,<100,<4,3,male_single,none,2,car,45,none,own,1,unskilled,1,no,yes,bad
<200,24,ok_til_now,furniture,3069,<500,>=7,4,male_single,none,4,unknown,30,none,free,1,skilled,1,no,yes,good
none,6,critical,television,1740,<100,>=7,2,male_married,none,2,real_estate,30,none,rent,2,skilled,1,no,yes,good
<200,21,past_delays,car_new,2353,<100,<4,1,male_divorced,none,4,savings,47,none,own,2,skilled,1,no,yes,good
none,15,ok_til_now,car_new,3556,unknown,<4,3,male_single,none,2,unknown,29,none,own,1,skilled,1,no,yes,good
none,24,ok_til_now,television,2397,<1000,>=7,3,male_single,none,2,car,35,bank,own,2,skilled,1,yes,yes,bad
<200,6,ok_til_now,repairs,454,<100,<1,3,male_married,none,1,savings,22,none,own,1,unskilled,1,no,yes,good
<200,30,ok_til_now,television,1715,unknown,<4,4,female,none,1,car,26,none,own,1,skilled,1,no,yes,good
<200,27,critical,television,2520,<1000,<4,4,male_single,none,2,savings,23,none,own,2,unskilled,1,no,yes,bad
none,15,ok_til_now,television,3568,<100,>=7,4,female,none,2,car,54,bank,rent,1,management,1,yes,yes,good
none,42,ok_til_now,television,7166,unknown,<7,2,male_married,none,4,savings,29,none,rent,1,skilled,1,yes,yes,good
<0,11,critical,car_new,3939,<100,<4,1,male_single,none,2,real_estate,40,none,own,2,unskilled,2,no,yes,good
<200,15,ok_til_now,repairs,1514,<500,<4,4,male_single,guarantor,2,real_estate,22,none,own,1,skilled,1,no,yes,good
none,24,ok_til_now,car_new,7393,<100,<4,1,male_single,none,4,savings,43,none,own,1,unskilled,2,no,yes,good
<0,24,ok_at_this_bank,car_new,1193,<100,unemployed,1,female,co,4,unknown,29,none,rent,2,unemployed,1,no,yes,bad
<0,60,ok_til_now,business,7297,<100,>=7,4,male_single,co,4,unknown,36,none,rent,1,skilled,1,no,yes,bad
none,30,critical,television,2831,<100,<4,4,female,none,2,car,33,none,own,1,skilled,1,yes,yes,good
>=200,24,ok_til_now,television,1258,<1000,<4,3,female,none,3,car,57,none,own,1,unskilled,1,no,yes,good
<200,6,ok_til_now,television,753,<100,<4,2,female,guarantor,3,real_estate,64,none,own,1,skilled,1,no,yes,good
<200,18,past_delays,business,2427,unknown,>=7,4,male_single,none,2,savings,42,none,own,2,skilled,1,no,yes,good
none,24,past_delays,car_new,2538,<100,>=7,4,male_single,none,4,car,47,none,own,2,unskilled,2,no,yes,bad
<200,15,ok_at_this_bank,car_new,1264,<500,<4,2,male_married,none,2,savings,25,none,rent,1,skilled,1,no,yes,bad
<200,30,critical,furniture,8386,<100,<7,2,male_single,none,2,savings,49,none,own,1,skilled,1,no,yes,bad
none,48,ok_til_now,business,4844,<100,unemployed,3,male_single,none,2,car,33,bank,rent,1,management,1,yes,yes,bad
>=200,21,ok_til_now,car_new,2923,<500,<4,1,female,none,1,car,28,bank,own,1,management,1,yes,yes,good
<0,36,ok_til_now,car_used,8229,<100,<4,2,male_single,none,2,savings,26,none,own,1,skilled,2,no,yes,bad
none,24,critical,furniture,2028,<100,<7,2,male_single,none,2,savings,30,none,own,2,unskilled,1,no,yes,good
<0,15,critical,furniture,1433,<100,<4,4,female,none,3,savings,25,none,rent,2,skilled,1,no,yes,good
>=200,42,ok,business,6289,<100,<1,2,male_divorced,none,1,savings,33,none,own,2,skilled,1,no,yes,good
none,13,ok_til_now,television,1409,<500,unemployed,2,female,none,4,real_estate,64,none,own,1,skilled,1,no,yes,good
<0,24,ok_til_now,car_used,6579,<100,unemployed,4,male_single,none,2,unknown,29,none,free,1,management,1,yes,yes,good
<200,24,critical,television,1743,<100,>=7,4,male_single,none,2,savings,48,none,own,2,unskilled,1,no,yes,good
none,12,critical,education,3565,unknown,<1,2,male_single,none,1,savings,37,none,own,2,unskilled,2,no,yes,good
none,15,ok_at_this_bank,television,1569,<500,>=7,4,male_single,none,4,car,34,bank,own,1,unskilled,2,no,yes,good
<0,18,ok_til_now,television,1936,unknown,<7,2,male_married,none,4,car,23,none,rent,2,unskilled,1,no,yes,good
<0,36,ok_til_now,furniture,3959,<100,unemployed,4,male_single,none,3,savings,30,none,own,1,management,1,yes,yes,good
none,12,ok_til_now,car_new,2390,unknown,>=7,4,male_single,none,3,car,50,none,own,1,skilled,1,yes,yes,good
none,12,ok_til_now,furniture,1736,<100,<7,3,female,none,4,real_estate,31,none,own,1,unskilled,1,no,yes,good
<0,30,ok_til_now,car_used,3857,<100,<4,4,male_divorced,none,4,savings,40,none,own,1,management,1,yes,yes,good
none,12,ok_til_now,television,804,<100,>=7,4,male_single,none,4,car,38,none,own,1,skilled,1,no,yes,good
<0,45,ok_til_now,television,1845,<100,<4,4,male_single,none,4,unknown,23,none,free,1,skilled,1,yes,yes,bad
<200,45,critical,car_used,4576,<500,unemployed,3,male_single,none,4,car,27,none,own,1,skilled,1,no,yes,good

