custid,region,townsize,gender,age,agecat,ed,edcat,income,debtinc,churn
2476-OPMBAR-76N,2,4,1,31,3,18,4,33,3.5,1
1644-WUTPTF-V6K,1,1,1,74,6,12,2,13,4.8,0
7150-DZQCQB-HXX,5,4,1,72,6,15,3,43,11.3,0
5112-XIXXKN-WNM,4,2,1,31,3,14,2,34,15.4,1
0296-BWZTYP-TSU,1,1,0,71,6,20,5,193,3.3,0
9322-UHIXUR-7C7,3,4,1,27,3,15,3,33,2.7,0
8512-KZJXAA-A34,5,2,0,58,5,13,2,54,16.4,0
7962-MQXUZL-867,4,2,1,42,4,12,2,117,0.9,0
0739-WNEZRW-TK8,5,3,1,60,5,11,1,73,9.8,0
4492-CGFPOU-I65,1,1,0,44,4,20,5,33,7.2,1
9772-PVKSGK-BYH,4,1,1,70,6,14,2,102,13.3,0
9523-USJEJO-ATB,3,2,0,67,6,17,4,103,21.3,0
8763-QYSMSO-QJE,2,4,0,49,4,15,3,36,7.5,0
6650-HLORKG-TOD,4,5,1,44,4,16,3,64,11.5,0
2265-ODATGB-HEX,2,3,1,27,3,16,3,30,0.5,1
7621-GEJAXT-BJC,3,1,1,54,5,13,2,74,17.3,1
1150-JDPNOL-QAG,5,5,1,52,5,15,3,81,4.9,0
5761-YOVILE-GCH,4,4,0,26,3,20,5,37,4,1
0324-CARFOI-F9Q,2,3,0,45,4,14,2,63,14,1
6945-YQLRLR-PF0,3,3,1,20,2,15,3,23,13.3,1
2681-FGWTIM-PR4,3,5,0,62,5,16,3,20,4.6,0
5975-XCLPCP-DXU,3,2,0,25,3,13,2,24,15,1
2589-LDUDOZ-UZ9,5,5,1,34,3,12,2,37,20.1,0
3549-VYOSGM-1YA,1,2,0,60,5,12,2,33,10.1,0
9433-QMQDMN-KPW,1,3,0,62,5,9,1,45,10.8,0
5912-YTXPVG-BNA,5,5,0,56,5,13,2,54,5.4,0
0522-AGGIEE-B3P,4,3,0,39,4,15,3,71,3.7,1
0139-XRFSOB-402,1,2,0,35,4,16,3,51,0.9,1
0297-JQFCXO-IEU,1,1,1,30,3,14,2,26,7.3,0
2871-SNYBHM-CFV,3,3,1,27,3,15,3,70,14.8,0
0504-ADVPUZ-TX6,1,1,0,60,5,13,2,30,12.2,0
9381-GBLQVX-22A,1,2,0,61,5,9,1,105,10.7,0
1328-FSHKMU-DEN,5,4,0,55,5,13,2,259,1.7,0
3957-CXVHIS-5IC,1,2,0,26,3,16,3,40,17.4,1
5384-UZYOGL-D12,3,3,0,71,6,13,2,25,19.3,0
6461-FEHGND-IL1,4,1,1,66,6,13,2,49,14.9,0
7514-EULFIQ-VLP,5,3,0,36,4,22,5,55,5.2,1
3675-YYXWTP-H4F,4,3,0,67,6,14,2,65,31.1,0
4167-DAPNVW-9C5,5,5,0,54,5,14,2,24,8.1,0
8035-AAOARQ-CHX,2,2,0,66,6,20,5,9,13.9,0
7118-OKIQZT-P01,4,4,0,27,3,12,2,22,1.6,0
2736-SHWWRW-TA2,2,1,0,33,3,20,5,98,24.4,0
1241-BECLPB-0DV,5,5,1,26,3,15,3,30,31.7,0
4952-HQNBEK-KCJ,2,3,1,37,4,11,1,57,22.1,0
8585-ZAIQRV-V3O,4,1,0,61,5,14,2,28,13.5,1
0120-GCQSYY-BC4,4,4,0,75,6,15,3,63,11.4,0
9141-IMUZJW-U82,3,2,0,46,4,12,2,53,7.1,1
1044-QRFUCQ-ROS,1,2,0,36,4,14,2,29,11.9,0
9877-ZIUCDE-U4J,3,2,1,51,5,16,3,56,6.9,0
7820-PLZGTY-X1X,5,5,0,55,5,20,5,208,14.1,1
9266-OLZOZZ-5H5,5,5,0,58,5,13,2,15,14.2,0
3493-FCRLYI-KXB,2,2,1,38,4,16,3,55,5.9,1
3757-RERTCC-6IF,3,4,0,40,4,18,4,101,2.1,1
9932-JRQLDZ-AYG,3,4,0,26,3,14,2,19,4.1,1
8413-FSASIJ-JYM,1,1,0,21,2,13,2,19,10.3,1
4537-OKWPPY-O6I,3,4,0,19,2,14,2,32,11.6,0
0206-WPXVWW-W8K,1,1,0,32,3,15,3,19,21.1,0
4220-KXXAHD-2EE,5,4,1,42,4,17,4,78,10.9,1
7153-LSYSBU-BBY,3,4,1,55,5,18,4,91,25.6,0
0455-EFUBYG-CW2,5,2,0,59,5,11,1,78,9.2,0
9540-SJICFS-LU2,3,3,1,25,3,18,4,45,6.6,1
2274-UGYWSN-SL3,2,3,0,57,5,14,2,293,20.8,0
8624-ACFLUI-IAT,2,1,1,47,4,13,2,29,15,0
4366-EKZZYP-O9U,5,5,1,28,3,16,3,25,8.9,1
8485-EOQMEY-W3H,5,3,1,61,5,14,2,61,9.9,0
6677-HFMVVT-AM5,5,3,1,48,4,17,4,94,7,0
5608-DVLMSV-KD0,5,3,0,46,4,12,2,37,2.2,0
1196-LXFRGW-4PI,5,5,1,35,4,16,3,38,5.2,0
4722-ZODSIY-HVL,4,2,1,52,5,13,2,27,10.8,0
8970-HPJHWA-ADR,5,5,0,67,6,14,2,57,8.6,0
6966-BEJNEM-J8E,2,2,0,29,3,17,4,24,1.9,1
8013-UVWBWL-O01,1,2,1,49,4,16,3,44,5.2,0
3328-JFBBON-Q61,3,1,0,41,4,19,4,95,21.1,1
2480-RBGZYO-AWH,1,1,0,66,6,18,4,32,10,0
0216-CBFAEO-2KQ,2,4,1,19,2,14,2,17,4.9,0
6319-CCXCLW-7UL,5,4,0,44,4,14,2,32,10.5,1
1006-NXBJVK-IB7,4,1,0,52,5,16,3,41,23.8,1
2582-FTCAHT-UIJ,2,3,1,50,5,16,3,207,2,1
1112-NHRPOQ-7OR,5,3,1,61,5,13,2,339,5.1,1
5386-SATTOH-CQ0,1,3,1,71,6,15,3,59,7.9,0
3685-WTAVBE-RC3,2,5,1,79,6,15,3,11,8.2,0
5525-ZLNYDQ-KWB,5,1,1,41,4,17,4,24,4.1,0
0813-CCISZQ-9OE,1,2,1,39,4,14,2,145,2.7,1
1365-PWONHV-GEQ,1,5,1,50,5,19,4,60,9.1,1
7147-LQCKDM-EOP,2,4,0,57,5,12,2,25,7.3,0
7765-EPLSBP-3Y8,1,4,0,63,5,18,4,91,12.7,1
7868-DWLPFD-4N4,1,2,1,55,5,17,4,54,4.3,0
9298-YHUIAW-0YS,2,4,0,72,6,14,2,50,9.4,0
2916-THRYUW-FN8,2,1,0,57,5,12,2,96,5.8,0
8438-ZMTWWO-5I8,1,1,0,74,6,18,4,66,18.1,1
7819-MKFQJY-7WQ,1,2,1,69,6,14,2,105,4.9,0
1393-BYEGCB-TB0,5,5,1,37,4,21,5,147,12.5,1
8783-KJXVKE-43W,5,2,1,28,3,18,4,39,3.7,1
0063-DWPGGH-D1I,1,1,1,35,4,15,3,53,17.7,1
4948-AKXWUE-3KV,5,5,1,68,6,15,3,144,2.5,0
8608-OGABQO-XFZ,5,2,0,42,4,8,1,22,17.3,0
8009-ALGRDH-LFA,3,1,0,51,5,14,2,66,4.1,0
2387-DDPNPM-O28,1,1,0,27,3,20,5,14,15,0
7268-IWPXCN-LTQ,1,1,1,34,3,11,1,32,12.3,0
6682-WREGJX-Z99,2,2,1,20,2,15,3,24,5.9,1
3368-ZCWPCN-HA0,1,1,1,70,6,19,4,10,9.2,0
9079-XPFBAP-SGV,3,5,1,67,6,13,2,38,16.2,1
1880-INKZQO-1BC,1,1,1,41,4,14,2,43,18.1,1
7267-RMHTZA-C3Y,2,4,0,76,6,14,2,15,6.7,1
9660-SKUWKE-D6O,4,3,1,68,6,12,2,12,22.7,1
9202-ICFPVU-5YX,5,5,1,40,4,19,4,107,4.1,0
4967-ODLSCM-0BB,1,2,1,77,6,10,1,10,4.6,0
1834-XSMYEN-4YY,2,3,0,74,6,13,2,19,4.9,0
7427-GBEXPI-I8A,2,3,0,54,5,10,1,33,11.9,0
4399-MPLFCL-9BF,3,1,1,36,4,18,4,41,11,1
3578-HUYDRN-L6T,4,2,1,64,5,9,1,236,0.5,0
0249-WNVELU-RFS,2,4,0,23,2,16,3,44,6.4,0
0805-UWFJJK-IBP,5,1,1,21,2,12,2,17,5.9,0
9646-FRBESD-5CK,2,2,0,53,5,17,4,94,16.4,1
8922-AOMTSH-MV7,3,1,1,68,6,15,3,57,5.6,0
2192-UDBMYJ-906,5,2,0,57,5,14,2,70,20.4,0
2556-MKLXCQ-BX9,4,4,1,28,3,19,4,19,12.5,1
1777-HBKRZD-JQO,3,5,1,55,5,16,3,68,3,0
9952-CNPOYJ-0KL,2,4,0,59,5,15,3,184,6.6,0
8325-ZRCRQV-455,1,1,1,47,4,17,4,54,1.6,1
1251-RESMMB-YF9,2,2,1,54,5,18,4,80,5.8,1
8722-QXBTTE-ZZN,4,4,0,43,4,11,1,60,7.4,0
7626-FZMBJH-OQD,5,1,0,63,5,11,1,9,16.1,0
7947-EPKTEL-1MC,4,1,0,40,4,10,1,43,15.1,0
1929-FGHSMO-Q5X,4,4,0,22,2,14,2,18,21.7,0
0834-RBTMKF-CU4,2,1,1,33,3,11,1,38,17.5,0
9699-YXPXDK-8T6,3,5,1,58,5,10,1,27,7.8,0
8583-RQVIST-7VX,4,2,1,51,5,14,2,35,12.9,0
3392-NJULOB-XK7,3,1,1,61,5,16,3,96,9.7,0
3452-DOHASX-2US,1,1,0,33,3,11,1,53,1,0
4956-VDMHXW-GKS,5,4,0,57,5,14,2,29,8.5,0
2237-TUKLNM-ZO0,1,3,1,76,6,12,2,20,2.5,0
3089-YPDOZJ-LRJ,4,3,1,37,4,8,1,52,12.6,0
3828-LGMSNZ-EVZ,3,1,0,65,6,16,3,296,17.1,1
4035-PPXNFZ-T23,3,4,0,45,4,16,3,41,8.3,1
8366-QJOKTN-CCN,3,2,1,56,5,17,4,20,8.5,0
7566-GMUKDS-XU5,5,2,0,46,4,14,2,33,5.8,0
5516-LPBDAU-154,1,2,0,75,6,19,4,12,6.5,0
1440-RJDTZI-UQW,2,1,1,68,6,14,2,23,1.8,0
5023-ODJCVE-0NJ,2,3,0,65,6,11,1,21,5.5,1
0121-DXYYZN-UXZ,3,4,0,27,3,17,4,16,2.3,0
5634-ISKLHN-QQY,5,3,0,68,6,19,4,108,5.6,1
9371-AWVRRA-R9V,3,4,1,65,6,16,3,167,4.7,1
6695-ZNEGRG-VXI,3,4,1,56,5,13,2,20,6.3,0
9428-PNSZFS-80P,1,1,1,37,4,12,2,26,7,0
4288-VFIKHM-0EB,1,4,0,53,5,15,3,49,10.8,0
6119-EFZLRD-HDT,5,4,0,72,6,11,1,17,16.2,0
3992-YOCQDJ-8IG,5,2,0,58,5,13,2,19,4.7,0
9672-IOQEXF-W7O,3,4,0,39,4,8,1,46,5.7,0
4515-SJCSTC-N2E,2,2,1,39,4,14,2,83,7.2,1
7920-JTYUYJ-YYP,2,1,1,73,6,12,2,26,13.1,0
5750-CLGDQH-59F,4,1,0,51,5,21,5,46,36.7,0
2268-SLMOUA-4NQ,3,3,1,37,4,10,1,41,14,1
0224-HMKMEG-EJF,1,2,1,18,2,13,2,13,16.5,0
3368-OZTRCS-7YE,2,3,1,36,4,16,3,81,10.5,0
7072-FQJEQO-MMD,5,4,1,65,6,17,4,31,5.5,0
5549-BMXRWY-0CZ,3,1,1,75,6,10,1,107,2,0
7223-WQOPSV-H4H,4,4,0,33,3,14,2,32,22.7,0
8898-ORQVDW-F5B,3,2,0,57,5,11,1,25,11,0
9165-BGQZIE-JB5,4,2,1,54,5,19,4,125,5.7,0
3211-CRAXTL-L7G,4,4,1,43,4,17,4,44,9.6,0
4467-HQTBGE-T9R,5,5,0,31,3,18,4,137,5.3,1
3741-RLHCJC-6U3,3,4,0,33,3,15,3,49,7.7,0
3616-HWFWRS-J0L,2,1,0,20,2,15,3,28,10.5,1
6487-QVKCTD-070,1,1,1,65,6,16,3,60,9.9,1
2845-KNIRYP-1AZ,3,3,1,62,5,17,4,186,20.6,0
5259-ZYZWME-F11,4,1,1,39,4,9,1,49,6.4,0
0692-OLRDWC-XGB,5,4,1,36,4,17,4,34,20.2,0
6035-BJITZI-CTD,5,5,1,25,3,13,2,32,6.9,0
7858-HZMYYL-SX0,5,5,0,43,4,8,1,28,12.2,0
5848-OBDEYF-QFM,5,3,1,26,3,15,3,24,13.5,1
2957-ETHHYR-BGZ,5,3,0,20,2,15,3,27,11.2,1
5006-BNNHTO-OTT,2,1,0,49,4,12,2,38,7.6,0
5965-LSSWOB-EBG,5,4,1,22,2,15,3,17,3.1,1
7497-UQMUDN-ISJ,3,1,0,48,4,14,2,90,7.2,0
9463-GTNGEI-EIZ,3,1,0,74,6,11,1,26,12.4,0
4830-IXDHQP-PGJ,2,2,0,55,5,14,2,112,26.1,0
8824-SHUCKM-5H0,3,2,0,58,5,16,3,70,9.9,1
2671-KHXXZH-R6J,1,3,0,49,4,18,4,197,18.8,0
9706-LRUNNB-VUT,5,2,1,23,2,13,2,15,8.1,0
1941-WNBUWJ-TT4,3,4,1,52,5,16,3,98,22.7,0
6628-IPPLBH-OTD,5,2,0,36,4,15,3,116,9.6,1
5950-ABTMRH-4D5,5,3,0,32,3,11,1,40,10.7,0
3119-MCSDET-L9F,5,2,0,45,4,17,4,190,7,1
9473-DFUBBK-ZNM,5,4,1,29,3,19,4,25,4.6,0
4115-QQAQMS-3UO,5,4,1,49,4,12,2,240,2,0
8492-XMDDBH-M71,1,3,0,56,5,13,2,74,7.3,0
9949-AFKEEO-2UJ,3,2,0,68,6,20,5,17,7.5,1
4259-LUYYFF-MOM,4,4,1,44,4,18,4,54,11.5,0
8614-KKHWFJ-HPK,5,3,0,57,5,15,3,73,7.4,0
3436-UUXXBT-FLN,5,3,0,19,2,14,2,12,2.6,0
3427-RFRVJO-UTV,4,4,0,51,5,12,2,23,14.2,0
2675-YSBKYV-O7V,4,4,0,53,5,10,1,190,2.2,0
1742-XEDSAA-8WT,4,3,1,69,6,12,2,72,14.4,0
1121-PQHFDY-UBW,5,5,1,63,5,11,1,31,1.3,0
5550-RHCYLI-I46,1,3,0,36,4,18,4,47,4.9,1
6849-INEROL-JMY,3,3,0,38,4,19,4,23,7.7,1
6385-FTTNJU-7GQ,5,5,1,63,5,15,3,52,12.7,1
2685-JGCTCK-CAA,3,2,0,78,6,12,2,20,9.8,0
0255-AJDJGP-JXL,3,2,1,44,4,15,3,23,10.3,1
0627-MAMIBI-P9U,3,4,0,47,4,12,2,136,7.4,0
9859-HVFWTA-SPQ,5,4,1,37,4,14,2,39,11.8,0
4109-JHKHTK-DYJ,5,4,0,37,4,17,4,22,4,1
7434-XKONYL-EBW,5,3,0,68,6,9,1,36,5.1,0
5599-BCQQRG-DPB,1,1,0,29,3,17,4,13,6.8,0
1542-CBENYH-O88,3,1,0,51,5,16,3,68,10.1,1
4565-ZGPUAQ-WCB,2,1,0,54,5,15,3,95,11.6,0
7029-AQGOSU-NID,3,2,0,55,5,12,2,75,10.3,0
9976-EWHQDK-CWR,3,3,1,63,5,11,1,304,16.6,0
3566-DRQMDC-TNF,2,1,0,75,6,13,2,14,5.7,0
5907-WLVNJA-C0N,3,4,0,35,4,13,2,46,13.5,0
9337-MAIPAF-W8G,1,2,0,28,3,17,4,39,11,0
9693-EYQCTU-O92,3,4,1,59,5,17,4,9,4.6,0
3580-ESDOJO-PLY,4,4,0,36,4,15,3,96,12.6,1
8556-OAMUPP-4YG,4,4,0,37,4,17,4,72,4.4,0
9755-GDNGDU-RHC,2,3,0,18,2,13,2,18,2.1,1
7448-PLNMET-VCI,2,1,0,73,6,11,1,9,8.2,0
0995-IKDXEO-UL1,4,5,0,67,6,12,2,28,10.7,1
3436-NIDSLT-XB7,1,4,1,18,2,13,2,14,14.8,0
3527-XFEFWW-08A,3,5,1,76,6,11,1,17,6.3,0
2915-PWFHWV-VJT,2,2,0,43,4,19,4,49,4.7,0
7634-DYMZLJ-1FV,1,1,0,42,4,17,4,25,9,1
5967-QLYOLM-8QN,5,5,0,20,2,15,3,19,22.1,0
0629-NGBEXR-SD1,2,2,0,63,5,14,2,183,1.1,0
4227-XNKGCM-1JC,1,2,0,50,5,15,3,112,16,1
7244-NTQUTS-IDH,5,2,1,70,6,13,2,54,10.2,0
4615-QZQSAY-D51,4,5,0,19,2,14,2,19,18.4,1
5716-RSRKLP-5GG,1,2,0,25,3,16,3,21,28.5,0
5380-DOESXJ-FLH,4,3,0,49,4,17,4,47,2.9,1
0151-PMYWWF-53S,2,1,0,55,5,15,3,58,19.8,0
6748-SBHSWH-5YE,1,1,1,45,4,18,4,140,8.7,1
0707-GXMTZS-HUH,1,2,0,76,6,12,2,14,3.7,0
9099-FFFQAY-E5L,5,3,0,27,3,10,1,24,17.6,0
4379-AXDMBJ-ZW4,4,4,1,51,5,16,3,203,19.6,1
9115-KVYZEP-B7Q,1,2,0,59,5,11,1,79,33.2,0
0682-JUKJXV-J8M,3,1,1,32,3,13,2,62,12.6,1
6584-OXUOQX-XLL,3,3,1,46,4,16,3,30,1.9,0
2370-SDAXRA-MZA,2,3,1,75,6,13,2,22,8.7,0
8266-FRTLWJ-0DV,4,1,1,28,3,11,1,15,11.4,0
6989-FAVLSU-F2E,5,3,1,76,6,13,2,20,8.2,0
7275-NTATAS-Q5B,4,3,1,57,5,11,1,75,9.2,0
8352-CUJWGY-KS0,3,3,1,24,2,18,4,35,19.3,1
7201-MHZOOH-HAG,1,1,1,77,6,15,3,41,16.1,0
7114-PVNDDF-M7E,5,4,1,69,6,15,3,14,6.3,0
1068-MWHNDT-1WC,5,4,0,68,6,22,5,32,6.4,1
8629-HYFVOR-FTL,3,5,1,61,5,8,1,25,6.6,0
0804-IGMRBV-4TS,5,4,1,36,4,16,3,21,5.8,1
6522-HZJXBL-K1X,4,1,1,33,3,15,3,35,5.4,0
2346-XOLOPT-KCY,2,1,1,55,5,15,3,95,4.6,0
6246-GQGGGZ-BIB,2,4,1,64,5,20,5,72,9.1,1
6310-RDCRWA-S03,4,5,0,35,4,18,4,50,8.4,1
5875-LSAGSD-2V5,5,4,1,44,4,11,1,72,2.5,1
0871-WPZJPL-UJP,2,1,0,41,4,15,3,39,11.8,1
9872-RSYZHI-NQ9,3,1,1,51,5,11,1,91,9.8,0
8909-ZPTWKD-PQL,2,2,1,59,5,21,5,182,3.7,0
8522-GWNYLT-SIR,1,1,0,50,5,19,4,84,4,0
2288-MSMKUW-O3Q,2,2,0,33,3,18,4,29,8.5,0
1538-IPVOSQ-KVC,4,5,1,31,3,20,5,23,23.2,1
8411-UWVCAW-3GO,2,5,1,59,5,9,1,76,13,0
2527-KPBDLX-OHS,1,1,1,67,6,15,3,388,5.9,0
1456-WRXMLK-KUA,5,5,0,60,5,21,5,106,3.4,0
8336-FKVSKN-ZRS,5,2,1,33,3,9,1,23,5.6,0
0022-UFDRNE-TAW,5,3,0,28,3,19,4,42,18.4,0
2680-QCLJXZ-EQU,3,3,0,69,6,12,2,165,4.9,0
1938-JTJUST-QRR,1,1,1,59,5,19,4,147,3.2,0
0694-OXLKRA-XTD,3,4,0,20,2,15,3,18,7.3,0
1567-HTQZHJ-ZZH,4,1,1,18,2,13,2,28,6.8,0
9851-IOJSCQ-EIQ,4,3,0,74,6,10,1,9,4.4,0
6837-HQAQES-KML,2,1,0,26,3,20,5,29,4.5,1
2522-TNGXCC-PIJ,4,4,1,32,3,20,5,54,8.9,1
2191-CUHTQT-YQM,5,2,1,28,3,18,4,25,10.9,0
1800-CODOXF-AZG,2,3,1,60,5,15,3,218,4.8,1
3321-IJNSUK-PB4,4,5,0,18,2,12,2,17,15.6,0
2818-TTESFC-FE0,2,1,0,19,2,14,2,17,0.8,1
6311-CWVIVQ-NWL,4,4,0,32,3,16,3,122,20.1,1
9004-UQQFLE-HQ8,1,1,0,31,3,17,4,23,5.8,0
7937-BKWGKO-3WB,4,4,1,20,2,14,2,43,11.2,0
9465-EXYIYN-Y0W,1,4,1,45,4,14,2,25,14,0
7013-YDRUVV-BI0,3,1,0,79,6,10,1,9,10,0
4363-QNUQZX-38O,5,4,0,61,5,21,5,58,5.8,0
2053-XYIODV-NZC,2,1,1,48,4,17,4,297,5.1,0
9032-INJQKT-7XT,5,2,1,20,2,13,2,26,4.1,0
6563-MRELVK-DKY,4,1,0,26,3,19,4,45,10.3,0
2367-KGZCVL-1KS,4,1,0,23,2,16,3,22,4.9,1
2813-JDFZXK-8PF,1,1,1,48,4,13,2,26,3.3,0
6385-ZZAJYG-PJY,3,2,1,56,5,15,3,80,6.1,0
3393-NQWUZE-BLU,2,3,0,30,3,14,2,71,18.8,0
7726-ENYBND-9P5,4,3,1,35,4,14,2,34,5.3,0
6482-JDGOIS-PBG,5,4,1,41,4,14,2,65,4.1,0
1457-HBHXCK-UCV,5,5,0,24,2,18,4,19,4.3,1
1234-QJMHAW-ZVY,3,4,0,49,4,14,2,23,6,0
9315-LTBJBN-82Q,2,4,1,52,5,17,4,85,10.3,0
5763-RNFRHC-F2U,4,1,1,33,3,13,2,54,3,1
4538-HQXUHM-ANV,1,1,0,45,4,16,3,37,4.1,0
7805-VEIMHX-TSR,4,2,0,26,3,18,4,36,3.9,0
4710-BNMUEH-HYF,2,1,1,31,3,20,5,18,3,0
7122-CKVHZS-C19,3,3,0,26,3,17,4,17,2.6,0
5937-XVXXNR-WX8,1,1,0,76,6,14,2,20,12.5,0
2641-HDUCAQ-IZO,5,4,0,66,6,16,3,68,22.4,1
0239-JWVLSP-UOK,3,1,0,33,3,19,4,149,14.6,1
1547-YZRUKA-5XO,1,1,0,18,2,13,2,16,21,0
5536-WZBPSX-F6M,2,4,0,72,6,14,2,46,7.2,0
6042-KSWNFY-WWY,2,3,0,42,4,11,1,97,6.1,0
2655-ZCMVRX-G4C,4,5,0,42,4,14,2,95,6.3,0
8817-WGSBSL-R2Z,5,1,0,51,5,12,2,54,6.3,1
5396-DVOVKZ-L9L,3,5,0,34,3,15,3,37,7,1
5691-HXXWOM-KYJ,4,3,0,35,4,16,3,33,7,0
0769-OVRWLS-9ET,3,4,0,40,4,18,4,120,2.4,0
6834-CTSBPJ-Y08,3,2,1,58,5,11,1,45,9.4,1
4287-EGDWYC-Q9E,1,1,0,54,5,14,2,197,21.3,0
9087-CKDUEI-LST,3,3,0,60,5,16,3,78,4.8,0
1505-IZGNXN-HKS,3,3,1,66,6,12,2,148,6.6,0
1372-QLEMRX-D6S,3,2,1,35,4,21,5,35,10.4,0
5461-DIKJSU-PKA,3,2,0,41,4,11,1,58,6.7,1
7336-YMICSH-AEW,3,2,1,21,2,16,3,44,3.3,1
4232-OLMAKY-ZP8,2,4,0,18,2,11,1,19,3.5,1
4776-JSYTGL-1DL,1,3,1,42,4,18,4,89,2,1
3199-QFDSWE-T2O,2,1,1,71,6,7,1,97,14.3,0
9600-FZQSUD-BNJ,4,3,1,38,4,14,2,41,7.6,0
7760-ONDKKV-RTH,4,2,0,69,6,17,4,16,8.1,0
7855-WHDGPJ-P7I,4,4,0,35,4,19,4,43,13.5,0
1380-JHNOCX-S0J,1,1,1,29,3,19,4,35,4.4,1
1577-QPQCTM-4DS,5,3,0,23,2,11,1,16,6.3,1
4174-ALPRQK-RNU,1,1,0,62,5,15,3,84,12.1,0
3854-JFVVZN-I26,4,3,0,48,4,6,1,46,7.5,0
2872-TLUUHK-QVD,1,2,1,33,3,9,1,39,16.9,0
5446-OKQURC-P1C,5,5,0,38,4,16,3,24,9.3,0
3400-LNIAAN-QRC,1,1,1,68,6,15,3,54,9.3,0
2428-IHYQJT-SCW,3,4,0,42,4,9,1,59,1.5,0
3896-KXFFYW-P0V,3,3,0,78,6,9,1,10,6,0
9579-WHIKLU-797,5,5,0,68,6,12,2,47,12.4,0
6190-YQUYJH-0R0,1,1,1,25,3,13,2,14,7.2,0
2411-MMBOGL-GYT,5,1,0,61,5,12,2,108,2.4,0
2186-YVXWFX-SFN,2,3,0,47,4,12,2,36,4.5,0
7150-GEPRGZ-002,4,4,1,60,5,13,2,60,22.4,0
4415-DKZNPG-2NK,3,1,1,40,4,9,1,33,13.8,1
0565-IUOEPY-L2C,2,1,0,39,4,16,3,73,0.5,1
4271-REKPVR-XRF,4,4,1,52,5,19,4,70,4.4,1
4902-YZQJLK-X9Y,2,3,1,54,5,16,3,42,12.8,0
9320-EDQQYT-0BC,3,2,0,48,4,17,4,34,7.1,0
4832-RPYIRD-PPJ,3,5,0,46,4,15,3,204,3.1,0
3781-YLZJMC-441,4,4,0,26,3,17,4,16,3.1,1
7778-DNOBGG-D5L,4,1,1,55,5,11,1,43,7.8,0
2732-ZJVWFW-LQX,3,3,1,38,4,11,1,18,6.2,1
7810-JPMYAE-3RK,4,2,1,26,3,17,4,19,11.4,1
1317-OEYPNM-WZ4,3,1,1,79,6,13,2,9,9.5,0
2895-TGIPGU-5AX,4,2,0,18,2,13,2,23,9.2,1
5241-NSCEJF-TC0,1,1,0,73,6,16,3,18,24.2,0
8186-AQAHQR-DXH,1,2,0,67,6,13,2,14,7.4,0
5077-FHXWSD-9M7,5,4,0,53,5,12,2,44,12.1,0
5842-TNPADO-ATA,1,1,1,67,6,11,1,9,5.6,0
5929-MQKELC-0J1,5,1,1,79,6,11,1,9,19.8,0
3939-MIHPNM-6DR,3,5,1,36,4,17,4,41,4.9,0
1412-IVOLMS-APB,3,4,1,26,3,15,3,42,5.1,1
5486-MVLAXH-P6G,3,5,1,52,5,14,2,67,1.7,0
0981-OXBITV-LFH,3,3,1,64,5,12,2,25,4.7,0
3011-WRPHWB-F9V,3,2,1,21,2,16,3,40,20.1,1
3765-GXAGFU-R6L,3,4,1,30,3,15,3,28,6.6,1
2896-SPVOQE-F5N,1,2,1,37,4,12,2,42,4.7,0
7452-QFUORC-C03,4,4,0,69,6,14,2,58,8.4,0
7088-IYBRBN-0ZO,3,2,1,32,3,16,3,39,27.3,0
4346-LXATXY-PZ1,3,3,0,75,6,15,3,46,14.3,0
8303-FMTTXN-4DO,5,5,1,73,6,11,1,13,23.9,0
4541-XPKEVA-VFY,1,1,1,51,5,15,3,62,5,0
2349-ZEGZUZ-VRH,2,1,1,40,4,21,5,55,9.6,1
9603-SSNZAA-FKV,1,1,1,36,4,16,3,26,17.3,1
5071-YMPEFZ-4BK,3,5,0,63,5,17,4,515,3.9,0
9406-UAPEXS-YLU,5,4,1,41,4,14,2,39,9.3,0
6340-RNSKSA-Q6S,2,2,0,42,4,11,1,40,3.4,0
4314-SOPKIL-OLR,4,3,0,52,5,18,4,59,18.9,0
8335-ZOKNFJ-H8X,3,3,1,35,4,20,5,77,16,0
8129-OUMYHB-J7K,5,5,0,32,3,12,2,15,15,0
1728-IMNMSD-D4I,3,1,0,18,2,13,2,19,13,1
5974-PBPYDC-4T6,5,3,1,28,3,9,1,22,9.9,0
6799-OAHDNM-FOU,1,1,0,68,6,13,2,41,17.6,0
9866-SSBACV-AH0,3,2,0,20,2,15,3,16,27.1,0
4680-BEYUYC-LTI,4,1,1,41,4,13,2,97,24.6,0
7396-MAQYNI-C6V,4,5,0,24,2,9,1,18,7,0
7623-HVKOMY-1ZI,3,1,0,41,4,16,3,45,4.8,0
2244-ZENVGB-OMJ,2,5,1,23,2,14,2,13,9.6,0
2646-CHSJDY-JKY,2,5,1,60,5,13,2,27,7.7,1
9277-MOJACF-1DM,1,2,1,58,5,17,4,45,4.2,1
4810-ZTJBZX-RFO,3,2,1,21,2,16,3,39,15.6,1
7357-DKWNYI-60W,2,3,0,49,4,17,4,76,13.8,0
3762-YCXKVW-E8F,1,2,1,32,3,22,5,46,6.2,1
4437-BZJUWE-2IM,2,1,1,42,4,15,3,73,9.9,0
7803-BRQTCG-6NW,5,5,0,19,2,14,2,20,21.8,0
1615-ZJOTGT-YBL,4,5,1,25,3,18,4,36,17.9,0
6852-NKPDUN-XBN,3,5,1,62,5,12,2,131,1.6,1
